-7.318546370739424656e-02,1.000000000000000000e+00,1.000000000000000000e+00
-1.463709274147884966e-02,1.000000738899832653e+00,1.000003983804276464e+00
-8.527339231339147591e-03,1.000166915729757688e+00,1.001064928932443143e+00
-7.776023782708499539e-03,1.000333127423309154e+00,1.002121996919406621e+00
-7.335871837629300875e-03,1.000499373944452541e+00,1.003175945926374268e+00
-7.023372759698923509e-03,1.000665655299771473e+00,1.004226798748223626e+00
-6.780879920475438999e-03,1.000831971495862449e+00,1.005274577648157974e+00
-6.582688720280614400e-03,1.000998322539323970e+00,1.006319304592308228e+00
-6.415079437531467400e-03,1.001164708436756756e+00,1.007361001295581149e+00
-6.269859104137985584e-03,1.001331129194759084e+00,1.008399689234189101e+00
-6.141741455808550666e-03,1.001497584819929454e+00,1.009435389640353398e+00
-6.027116449272383950e-03,1.001664075318867253e+00,1.010468123484441039e+00
-5.923408494421951963e-03,1.001830600698167872e+00,1.011497911564596786e+00
-5.828715947107216376e-03,1.001997160964434697e+00,1.012524774330235244e+00
-5.741594062923605600e-03,1.002163756124251126e+00,1.013548732299557109e+00
-5.660920128060083212e-03,1.002330386184222544e+00,1.014569805398076729e+00
-5.585803985523558890e-03,1.002497051150943896e+00,1.015588013516569355e+00
-5.515527845957021551e-03,1.002663751031008355e+00,1.016603376344349385e+00
-5.449504576313827370e-03,1.002830485831008644e+00,1.017615913349038781e+00
-5.387247865879509975e-03,1.002997255557538159e+00,1.018625643790787016e+00
-5.328350313430666764e-03,1.003164060217187625e+00,1.019632586722611922e+00
-5.272467223865752624e-03,1.003330899816551325e+00,1.020636760976137758e+00
-5.219304229143434393e-03,1.003497774362219541e+00,1.021638185193863624e+00
-5.168608389247597579e-03,1.003664683860783002e+00,1.022636877825837676e+00
-5.120160336169449385e-03,1.003831628318831548e+00,1.023632857129379126e+00
-5.073768670473708872e-03,1.003998607742955240e+00,1.024626141171372185e+00
-5.029265470225417409e-03,1.004165622139742364e+00,1.025616747831282538e+00
-4.986502510474424311e-03,1.004332671515781428e+00,1.026604694804158946e+00
-4.945348553289922143e-03,1.004499755877659828e+00,1.027589999602969373e+00
-4.905686497732631400e-03,1.004666875231964074e+00,1.028572679561396752e+00
-4.867411679510572249e-03,1.004834029585279565e+00,1.029552751836853242e+00
-4.830429972823279197e-03,1.005001218944193475e+00,1.030530233411643515e+00
-4.794656626325686198e-03,1.005168443315288984e+00,1.031505141095842237e+00
-4.760014879612334271e-03,1.005335702705150380e+00,1.032477491529694591e+00
-4.726435008833426363e-03,1.005502997120362396e+00,1.033447301185612455e+00
-4.693853719958633944e-03,1.005670326567506434e+00,1.034414586370956624e+00
-4.662213096159473734e-03,1.005837691053165894e+00,1.035379363230266581e+00
-4.631460137432657706e-03,1.006005090583920403e+00,1.036341647747347494e+00
