-0.0199999996  0.1000048759   0.1000000191
-0.0198999997  0.0999950833   0.1000000108
-0.0197999999  0.1000049595   0.100000019
-0.0197000001  0.0999950001   0.1000000108
-0.0196000002  0.100005045 0.1000000195
-0.0195000004  0.0999949151   0.1000000114
-0.0194000006  0.1000051324   0.1000000205
-0.0193000007  0.0999948282   0.1000000126
-0.0192000009  0.1000052216   0.1000000221
-0.0190999992  0.0999947395   0.1000000143
-0.0189999994  0.1000053127   0.1000000242
-0.0188999996  0.099994649 0.1000000166
-0.0187999997  0.1000054059   0.1000000271
-0.0186999999  0.0999945565   0.1000000197
-0.0186000001  0.1000055013   0.1000000306
-0.0185000002  0.0999944622   0.1000000234
-0.0184000004  0.1000055988   0.1000000349
-0.0183000006  0.0999943659   0.1000000281
-0.0182000007  0.1000056986   0.1000000402
-0.0181000009  0.0999942676   0.1000000337
-0.0179999992  0.1000058009   0.1000000467
-0.0178999994  0.0999941674   0.1000000406
-0.0177999996  0.1000059056   0.1000000544
-0.0176999997  0.0999940652   0.1000000489
-0.0175999999  0.100006013 0.1000000636
-0.0175000001  0.0999939611   0.1000000588
-0.0174000002  0.1000061231   0.1000000747
-0.0173000004  0.099993855 0.1000000707
-0.0172000006  0.1000062361   0.1000000879
-0.0171000008  0.0999937469   0.100000085
-0.0170000009  0.1000063522   0.1000001037
-0.0168999992  0.0999936369   0.1000001021
-0.0167999994  0.1000064715   0.1000001225
-0.0166999996  0.0999935251   0.1000001225
-0.0165999997  0.1000065942   0.100000145
-0.0164999999  0.0999934114   0.1000001469
-0.0164000001  0.1000067206   0.1000001719
-0.0163000003  0.0999932961   0.100000176
-0.0162000004  0.1000068509   0.1000002039
-0.0161000006  0.0999931792   0.1000002108
-0.0160000008  0.1000069855   0.1000002421
-0.0159000009  0.0999930609   0.1000002523
-0.0157999992  0.1000071246   0.1000002877
-0.0156999994  0.0999929414   0.1000003018
-0.0155999996  0.1000072688   0.1000003421
-0.0154999997  0.0999928209   0.100000361
-0.0153999999  0.1000074183   0.100000407
-0.0153000001  0.0999926999   0.1000004317
-0.0152000003  0.1000075739   0.1000004844
-0.0151000004  0.0999925785   0.100000516
-0.0149999997  0.1000077361   0.1000005767
-0.0148999998  0.0999924575   0.1000006166
-0.0148  0.1000079056   0.1000006869
-0.0147000002  0.0999923373   0.1000007366
-0.0146000003  0.1000080834   0.1000008183
-0.0144999996  0.0999922188   0.1000008799
-0.0143999998  0.1000082704   0.1000009751
-0.0142999999  0.0999921027   0.100001051
-0.0142000001  0.1000084678   0.1000011622
-0.0141000003  0.0999919901   0.100001255
-0.0140000004  0.1000086771   0.1000013854
-0.0138999997  0.0999918825   0.1000014986
-0.0137999998  0.1000089   0.1000016517
-0.0137  0.0999917812   0.1000017892
-0.0136000002  0.1000091383   0.1000019694
-0.0135000004  0.0999916883   0.100002136
-0.0133999996  0.1000093944   0.1000023485
-0.0132999998  0.099991606 0.1000025498
-0.0131999999  0.1000096711   0.1000028009
-0.0131000001  0.0999915371   0.1000030436
-0.0130000003  0.1000099717   0.1000033406
-0.0129000004  0.0999914848   0.1000036329
-0.0127999997  0.1000103001   0.1000039846
-0.0126999998  0.099991453 0.100004336
-0.0126  0.1000106608   0.100004753
-0.0125000002  0.0999914466   0.100005175
-0.0124000004  0.1000110594   0.1000056698
-0.0122999996  0.0999914712   0.1000061762
-0.0121999998  0.1000115024   0.1000067638
-0.0120999999  0.0999915335   0.1000073708
-0.0120000001  0.1000119975   0.100008069
-0.0119000003  0.0999916418   0.1000087962
-0.0118000004  0.1000125541   0.1000096264
-0.0116999997  0.0999918056   0.100010497
-0.0115999999  0.1000131831   0.1000114846
-0.0115  0.0999920367   0.1000125264
-0.0114000002  0.1000138976   0.1000137018
-0.0113000004  0.099992349 0.1000149478
-0.0111999996  0.1000147132   0.1000163471
-0.0110999998  0.099992759 0.100017837
-0.0109999999  0.1000156485   0.1000195033
-0.0109000001  0.0999932867   0.1000212841
-0.0108000003  0.1000167257   0.100023269
-0.0107000005  0.0999939556   0.1000253969
-0.0105999997  0.1000179711   0.1000277618
-0.0104999999  0.0999947943   0.1000303039
